0.03658188,0.27324158,0.11406492,0.0061115925,0.08176097,0.04825319,0.052870166,0.23617655,0.06370065,0.08723853
0.036581926,0.2732419,0.114064835,0.006111576,0.0817606,0.048253156,0.05287013,0.23617683,0.06370061,0.08723846
0.03658198,0.2732418,0.11406479,0.006111585,0.08176103,0.048253134,0.052870106,0.23617673,0.06370058,0.08723826
0.03658186,0.27324194,0.11406464,0.0061115883,0.08176093,0.04825316,0.052870136,0.23617685,0.06370062,0.087238304
0.03658198,0.2732418,0.11406479,0.006111585,0.08176103,0.048253044,0.052870106,0.23617673,0.06370058,0.08723842
0.03658205,0.2732418,0.11406479,0.006111562,0.08176088,0.048253044,0.052870106,0.23617673,0.06370058,0.08723842
0.036581986,0.27324185,0.11406481,0.0061115753,0.081760734,0.048253056,0.05287032,0.23617677,0.063700594,0.08723844
0.036581855,0.2732419,0.114064835,0.006111588,0.08176091,0.04825325,0.05287023,0.23617637,0.06370061,0.08723846
0.036581896,0.2732417,0.11406475,0.0061115716,0.08176085,0.048253212,0.05287009,0.23617709,0.06370056,0.08723823
0.036581993,0.2732419,0.114064835,0.006111588,0.08176091,0.048253156,0.05287023,0.23617637,0.06370061,0.08723846
0.036581874,0.27324152,0.11406468,0.0061115557,0.08176064,0.048253085,0.052870054,0.23617783,0.06370052,0.087238334
0.036581922,0.27324188,0.11406504,0.006111587,0.081760906,0.04825306,0.05287022,0.23617634,0.0637006,0.08723845
0.03658198,0.2732418,0.11406479,0.006111585,0.08176103,0.048253044,0.052870203,0.23617673,0.06370058,0.08723826
0.036581967,0.2732417,0.11406475,0.006111583,0.08176085,0.048253212,0.05287009,0.23617709,0.06370056,0.08723823
0.03658197,0.27324173,0.11406476,0.0061115725,0.08176102,0.048253123,0.05287019,0.23617667,0.063700564,0.0872384
0.03658188,0.27324158,0.11406492,0.0061115925,0.08176097,0.04825319,0.052870166,0.23617655,0.06370065,0.08723853
0.036581926,0.2732419,0.114064835,0.006111588,0.08176107,0.048253156,0.05287023,0.23617637,0.06370061,0.0872383
0.036581922,0.27324188,0.11406483,0.0061115758,0.081760906,0.04825315,0.052870125,0.2361768,0.0637006,0.08723829
0.036581993,0.2732419,0.114064835,0.006111576,0.08176076,0.048253156,0.05287013,0.23617683,0.06370061,0.0872383
0.036581922,0.27324188,0.11406483,0.0061115758,0.081760906,0.04825315,0.052870125,0.2361768,0.0637006,0.08723829
0.03658178,0.27324188,0.11406483,0.006111587,0.081760906,0.04825315,0.052870125,0.2361768,0.0637006,0.08723845
0.036581896,0.2732422,0.11406475,0.00611156,0.081760846,0.04825312,0.052870087,0.23617662,0.06370056,0.08723839
0.036581963,0.27324167,0.11406474,0.006111571,0.081760846,0.04825321,0.052870285,0.23617662,0.06370055,0.08723856
0.036581814,0.2732416,0.114064716,0.006111581,0.081760824,0.04825329,0.05287017,0.23617701,0.06370066,0.087238364
0.036581986,0.27324185,0.11406481,0.0061115865,0.081761055,0.048253056,0.052870117,0.23617677,0.063700594,0.08723828
0.036581937,0.2732415,0.11406488,0.0061115786,0.081760794,0.04825308,0.052870147,0.23617691,0.06370063,0.0872385
0.036581926,0.2732419,0.114064835,0.006111588,0.08176107,0.048253156,0.05287013,0.23617637,0.06370061,0.08723846
